year,issue,company,ticker,sponsorType,meanActivist,modeDistinct,resolution,desc,uID
2013,soc,"AMAZON.COM, INC.",AMZN,SRI fund,0.0,0,Political Contributions Disclosure,Report on Political Contributions,YqjXGPNK
2014,soc,"AMAZON.COM, INC.",AMZN,other,0.0,0,Political Contributions Disclosure,Report on Political Contributions,XpgVyEk5
2015,soc,"AMAZON.COM, INC.",AMZN,other,0.0,0,Political Contributions Disclosure,Report on Political Contributions,mQ0BQJYmp
2015,env,"AMAZON.COM, INC.",AMZN,SRI fund,0.0,0,Report on Sustainability,"Report on Sustainability, Including GHG Goals",nrmjLmNEP
2015,no-esg,"AMAZON.COM, INC.",AMZN,Special Interest,0.0,0,Human Rights Risk Assessment,Report on Human Rights Risk Assessment Process,oQ6PWVYYN
2016,soc,"AMAZON.COM, INC.",AMZN,SRI fund,0.023,0,Political Contributions Disclosure,Report on Political Contributions,G5XG5L1E3
2016,no-esg,"AMAZON.COM, INC.",AMZN,Special Interest,0.045,0,Human Rights Risk Assessment,Report on Human Rights Risk Assessment Process,E96BLZ5Dl
2017,no-esg,"AMAZON.COM, INC.",AMZN,union,0.041,0,Labor Issues - Discrimination and Miscellaneous,Report on Use of Criminal Background Checks in Hiring,XoPD32W7k
2017,no-esg,"AMAZON.COM, INC.",AMZN,Individual,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,BL1oZMWLX
2017,gg,"AMAZON.COM, INC.",AMZN,religious,0.02,0,Link Executive Pay to Social Criteria,Include Sustainability as a Performance Measure for Senior Executive Compensation,wmZQ9jnMX
2018,no-esg,"AMAZON.COM, INC.",AMZN,other,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,ZVZOM7E2J
2018,gg,"AMAZON.COM, INC.",AMZN,other,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,Yv50A7D7K
2010,soc,HESS CORPORATION,HES,SRI fund,0.0,0,Political Contributions Disclosure,Report on Political Contributions,n6LJVYZW
2012,gg,HESS CORPORATION,HES,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,gM5qmy5G
2013,gg,HESS CORPORATION,HES,Individual,0.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,qLVD5r3p
2013,gg,HESS CORPORATION,HES,Individual,0.0,-1,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,MWEogE9P
2013,soc,HESS CORPORATION,HES,SRI fund,0.909,0,Political Contributions Disclosure,Report on Political Contributions,ZrkXJGwQ
2013,soc,HESS CORPORATION,HES,SRI fund,0.0,0,Political Contributions Disclosure,Report on Political Contributions,NWV1qLAK
2014,env,HESS CORPORATION,HES,public pension,0.071,0,Report on Climate Change,Report on Financial Risks of Climate Change,qLz5X4V2
2015,env,HESS CORPORATION,HES,Special Interest,0.054,0,Report on Climate Change,Report on Plans to Address Stranded Carbon Asset Risks,4Rvx03gp0
2016,env,HESS CORPORATION,HES,Special Interest,0.041,0,Report on Climate Change,Report on Financial Risks of Stranded Carbon Assets,YvYEPPj10
2017,env,HESS CORPORATION,HES,Special Interest,0.059,0,Report on Climate Change,Report on Plans to Address Stranded Carbon Asset Risks,mQ0Z414oE
2010,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,7VW50qOA
2011,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,n6Np0K1p
2012,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board and Executive Officers,3VK5ANln
2012,soc,AMERCO,UHAL,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination based on Sexual Orientation and Gender Identity,4Glrv8NJ
2013,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Allow Shareholder Proposals Requesting Ratification of Decisions and Actions Taken by the Board,Vn0BX4Jv
2014,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Ratify and Affirm the Decisions and Actions Taken by the Board of Directors and Executive Officers for Fiscal 2014,13B8x99V
2015,no-esg,AMERCO,UHAL,company,0.0,0,Compensation- Miscellaneous Company Specific,Recommend the Board and Management Act Expeditiously to Effectuate an IPO and Subsequent REIT Conversion of the Real Estate and Self-Storage Businesses,PZrOw8mow
2015,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Ratify and Affirm the Decisions and Actions Taken by the Board of Directors and Executive Officers for Fiscal 2015,L8AyPWAqv
2015,no-esg,AMERCO,UHAL,Individual,0.0,-1,Amend Articles/Charter Equity-Related.,Declare and Issue Dividend of Seven Shares of Nonvoting Common Stock for each Common Share held to All AMERCO Shareholders,1rB1m1M5P
2016,gg,AMERCO,UHAL,,1.0,-1,Company Specific-Governance Related,Ratify and Affirm Decisions and Actions Taken by the Board and Executive Officers for Fiscal 2016,vom4jzN65
2017,gg,AMERCO,UHAL,other,1.0,-1,Company Specific-Governance Related,Ratify and Affirm Decisions and Actions Taken by the Board and Executive Officers for Fiscal 2017,N97A8mYqv
2010,env,AMEREN CORPORATION,AEE,religious,0.0,0,Nuclear Power - Related,Report on Extending the Operating License at the Callaway Nuclear Power Facility,oXqmNnB3
2011,env,AMEREN CORPORATION,AEE,religious,0.0,-1,Community- Environmental Impact,Report on Coal Combustion Waste Hazard and Risk Mitigation Efforts,Xp4JJmMV
2012,env,AMEREN CORPORATION,AEE,public pension,0.0,0,Renewable Energy,Report on Energy Efficiency and Renewable Energy Programs,qLK0G2qD
2012,env,AMEREN CORPORATION,AEE,public pension,0.0,0,Renewable Energy,Report on Financial Risks of Coal Reliance,pLJvEzpX
2012,env,AMEREN CORPORATION,AEE,,0.0,0,Community- Environmental Impact,Report on Coal Combustion Waste Hazard and Risk Mitigation Efforts,oXL5GX5X
2013,env,AMEREN CORPORATION,AEE,public pension,0.0,0,Renewable Energy,Report on Energy Efficiency and Renewable Energy Programs,NWMAkBZ8
2014,gg,AMEREN CORPORATION,AEE,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,7YjjDm38
2014,no-esg,AMEREN CORPORATION,AEE,other,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,rVP5o0A2
2015,gg,AMEREN CORPORATION,AEE,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,4RL4jn5m7
2015,gg,AMEREN CORPORATION,AEE,Special Interest,0.0,0,Link Executive Pay to Social Criteria,Include Carbon Reduction as a Performance Measure for Senior Executive Compensation,593OJPEPZ
2015,no-esg,AMEREN CORPORATION,AEE,religious,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments,6Rxk1yM1L
2016,no-esg,AMEREN CORPORATION,AEE,Special Interest,0.0,0,Stock Retention/Holding Period,Adopt Share Retention Policy For Senior Executives,1rQZ5jJom
2016,env,AMEREN CORPORATION,AEE,Special Interest,0.0,0,Renewable Energy,Report Analyzing Renewable Energy Adoption,ZVG9Y2YB6
2017,env,AMEREN CORPORATION,AEE,Special Interest,0.0,0,Renewable Energy,Report Analyzing Renewable Energy Adoption,rRql8yOoB
2017,env,AMEREN CORPORATION,AEE,Special Interest,0.031,0,Community- Environmental Impact,Report on Coal Combustion Residual and Water Impacts,wmgX9grLR
2017,env,AMEREN CORPORATION,AEE,religious,0.031,0,Report on Climate Change,Assess Impact of a 2 Degree Scenario,vox24Ewrm
2018,env,AMEREN CORP.,AEE,religious,0.0,-1,Community- Environmental Impact,Report on Coal Combustion Residual and Water Impacts,XoVgxlG2v
2013,no-esg,"AMERICAN ELECTRIC POWER COMPANY, INC.",AEP,other,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,qLO55xrr
2010,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.0,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,5K8qkW2Y
2010,no-esg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.0,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Articles/Bylaws/Charter -- Call Special Meetings,6KXJK0r9
2010,no-esg,AMERICAN EXPRESS COMPANY,AXP,other,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,7VwGJVxj
2011,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.062,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,GWZP0AWr
2011,no-esg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.062,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Bylaws-- Call Special Meetings,JWywA1AJ
2012,gg,AMERICAN EXPRESS COMPANY,AXP,public pension,0.049,0,Require Independent Board Chairman,Require Independent Board Chairman,lXzzQXZr
2013,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.051,0,Require Independent Board Chairman,Require Independent Board Chairman,q6GGQn7R
2014,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.054,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,j6ZzlBBz
2014,no-esg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.054,0,Stock Retention/Holding Period,Stock Retention/Holding Period,kXl3EMoK
2014,soc,AMERICAN EXPRESS COMPANY,AXP,SRI fund,0.054,0,"Data Security, Privacy, and Internet Issues",Report on Board Oversight of Privacy and Data Security and Requests for Customer Information,gMDMY4L6
2014,soc,AMERICAN EXPRESS COMPANY,AXP,fund,0.054,0,Report on EEO,Prepare Employment Diversity Report,qLO42JX2
2015,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.057,0,Require Independent Board Chairman,Require Independent Board Chairman,kZ7DkxLEv
2015,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.057,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,jqvZ21L1Y
2015,soc,AMERICAN EXPRESS COMPANY,AXP,SRI fund,0.057,0,"Data Security, Privacy, and Internet Issues",Report on Board Oversight of Privacy and Data Security and Requests for Customer Information,Ro5AG5WXw
2015,soc,AMERICAN EXPRESS COMPANY,AXP,public pension,0.057,0,Report on EEO,Prepare Employment Diversity Report,PZGmjzvN6
2015,no-esg,AMERICAN EXPRESS COMPANY,AXP,SRI fund,0.057,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,kZjzvVRlx
2016,gg,AMERICAN EXPRESS COMPANY,AXP,,0.086,0,Require Independent Board Chairman,Require Independent Board Chairman,kZ7Dk3xAv
2016,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.086,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,gLxZ5wXzD
2016,soc,AMERICAN EXPRESS COMPANY,AXP,SRI fund,0.086,0,"Data Security, Privacy, and Internet Issues",Report on Board Oversight of Privacy and Data Security and Requests for Customer Information,0VXZzpqm5
2016,soc,AMERICAN EXPRESS COMPANY,AXP,public pension,0.086,0,Report on EEO,Prepare Employment Diversity Report,9Qj69OV1J
2017,no-esg,AMERICAN EXPRESS COMPANY,AXP,SRI fund,0.081,0,Gender Pay Gap,Report on Gender Pay Gap,mQkQYD7VE
2017,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.108,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,l5vx5QRoM
2018,gg,AMERICAN EXPRESS CO.,AXP,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,mQyGpQ4Yp
2018,gg,AMERICAN EXPRESS CO.,AXP,Individual,0.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,kZw8ZoKZX
2011,soc,"AMERICAN FINANCIAL GROUP, INC.",AFG,SRI fund,0.0,0,Board Diversity,Adopt Policy and Report on Board Diversity,8K196zro
2011,soc,"AMERICAN FINANCIAL GROUP, INC.",AFG,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination based on Sexual Orientation and Gender Identity,7VoxAgkj
2012,gg,"AMERICAN FINANCIAL GROUP, INC.",AFG,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,lE5D77VV
2012,soc,"AMERICAN FINANCIAL GROUP, INC.",AFG,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination based on Sexual Orientation and Gender Identity,kXGxBL15
2013,soc,"AMERICAN FINANCIAL GROUP, INC.",AFG,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,Vn4DymZM
2014,soc,"AMERICAN FINANCIAL GROUP, INC.",AFG,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,PW0wVjow
2018,env,"AMERICAN FINANCIAL GROUP, INC.",AFG,public pension,0.0,0,Report on Sustainability,Report on Sustainability,ZVGNk29w8
2012,gg,"TIVITY HEALTH, INC.",TVTY,,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,O67vALEE
2009,no-esg,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,Individual,1.0,1,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Articles/Bylaws/Charter -- Call Special Meetings,RjOGwl5E
2009,no-esg,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,Individual,0.0,0,Reincorporate in Another State [  ],Reincorporate in Another State [from Delaware to North Dakota],pLR0nZW6
2009,no-esg,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,other,1.0,1,Stock Retention/Holding Period,Stock Retention/Holding Period,Qg2yjAQG
2010,gg,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,Individual,1.0,1,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,PW12kXG2
2010,no-esg,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,union,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,Qg2yKk70
2010,soc,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,public pension,0.0,0,Political Contributions Disclosure,Adopt Policy for Political Spending Advisory Vote,RjZBrz4K
2011,gg,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,,0.0,0,Company Specific-Governance Related,Adopt Policy to Promote Responsible Use of Company Stock by Named Executive Officers and Directors,3VK5mL2n
2013,no-esg,"AMERICAN INTERNATIONAL GROUP, INC.",AIG,Individual,0.0,0,Company-Specific Board-Related,Limit Total Number of Boards on Which Company Directors May Serve,rVRjQn5L
2010,gg,AMERON INTERNATIONAL CORPORATION,AMN,Individual,1.0,0,Require Independent Board Chairman,Require Independent Board Chairman,w2OXJ4kM
2011,no-esg,AMERON INTERNATIONAL CORPORATION,AMN,,0.375,0,Elect Directors (Opposition Slate),Elect Director James A. Mitarotonda,n6z9OrKP
2011,gg,AMES NATIONAL CORPORATION,ATLO,,1.0,1,Declassify the Board of Directors,Declassify the Board of Directors,pLgD1wOp
2010,gg,AMGEN INC.,AMGN,Individual,1.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,4GQ1Gr62
2010,no-esg,AMGEN INC.,AMGN,union,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,5KrD04mq
2011,gg,AMGEN INC.,AMGN,Individual,0.977,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,DW1yr34x
2012,gg,AMGEN INC.,AMGN,public pension,0.053,0,Require Independent Board Chairman,Require Independent Board Chairman,x8PPqPQP
2012,gg,AMGEN INC.,AMGN,Individual,0.0,0,Company-Specific -- Miscellaneous,Limit CEO to Serving on only One Other Board,AWyrXP93
2012,soc,AMGEN INC.,AMGN,,0.053,0,Political Contributions Disclosure,Report on Lobbying Payments and Policy,zY1lDVNm
2012,env,AMGEN INC.,AMGN,Special Interest,0.0,0,Animal Testing,Report on Research Animal Care and Promotion of Testing Alternatives,yklO3Q3w
2014,no-esg,AMGEN INC.,AMGN,Individual,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,4G953Y4k
2015,no-esg,AMGEN INC.,AMGN,Individual,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,VPJpGl3rX
2016,no-esg,AMGEN INC.,AMGN,,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,W7WOJzz5n
2017,no-esg,AMGEN INC.,AMGN,Individual,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,nrGQyAX3p
2018,gg,"AMGEN, INC.",AMGN,religious,0.0,0,Link Executive Pay to Social Criteria,Report on Integrating Risks Related to Drug Pricing into Senior Executive Compensation,L8nK6AyRv
2012,gg,AMPHENOL CORPORATION,APH,,0.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,gjyjvnml
2012,gg,AMPHENOL CORPORATION,APH,,1.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,kXwDXZMr
2013,no-esg,AMPHENOL CORPORATION,APH,Individual,1.0,1,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Bylaws -- Call Special Meetings,PW7DDlKl
2018,no-esg,AMPHENOL CORP.,APH,Individual,0.0,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Reduce Ownership Threshold for Shareholders to Call Special Meeting,N9Ex58X02
2011,gg,ENVISION HEALTHCARE CORPORATION,EVHC,public pension,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,qLYDYLVy
2014,env,ENVISION HEALTHCARE CORPORATION,EVHC,SRI fund,0.0,0,Report on Sustainability,Report on Sustainability,GWBrBK55
2018,gg,INVESCO LTD.,IVZ,Individual,1.0,0,Reduce Supermajority Vote Requirement,Eliminate Supermajority Vote Requirement,L8A7WKq24
2010,no-esg,ANADARKO PETROLEUM CORPORATION,APC,other,0.0,0,Reimburse Proxy Contest Expenses,Reimburse Expenses Incurred by Stockholder in Contested Election of Directors,m8BmrLvG
2010,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination based on Sexual Orientation and Gender Identity,lEJyxZKg
2011,gg,ANADARKO PETROLEUM CORPORATION,APC,other,0.947,1,Require Independent Board Chairman,Require Independent Board Chairman,Kz0P05Zr
2011,gg,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.026,0,Double Trigger on Equity Plans,Pro-rata Vesting of Equity Plans,LWw1RnVw
2011,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.026,0,Political Contributions Disclosure,Report on Political Contributions,MWRBANV1
2011,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.026,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination based on Gender Identity,K9Po6gNR
2012,gg,ANADARKO PETROLEUM CORPORATION,APC,other,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,OLOOlD0L
2012,no-esg,ANADARKO PETROLEUM CORPORATION,APC,,0.0,0,Double Trigger on Equity Plans,Pro-rata Vesting of Equity Awards,QgBKrrW9
2012,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.0,0,Political Contributions Disclosure,Report on Political Contributions,0D53NnRG
2012,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.0,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination based on Gender Identity,PW0wgQYW
2013,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.0,0,Political Contributions Disclosure,Report on Political Contributions,4GlKBpqg
2014,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.0,0,Political Contributions Disclosure,Report on Political Contributions,RjZBQ2zO
2014,env,ANADARKO PETROLEUM CORPORATION,APC,Special Interest,0.0,0,Report on Climate Change,Report on Financial Risks of Climate Change,Vn3ryyYX
2015,env,ANADARKO PETROLEUM CORPORATION,APC,Special Interest,0.0,0,Report on Climate Change,Report on Plans to Address Stranded Carbon Asset Risks,kZjR4LjBx
2016,env,ANADARKO PETROLEUM CORPORATION,APC,Special Interest,0.0,0,Report on Climate Change,Report on Plans to Address Stranded Carbon Asset Risks,jqgR441AR
2018,no-esg,ANADARKO PETROLEUM CORP.,APC,Special Interest,0.0,-1,Publish Two Degree Scenario Analysis,Assess Portfolio Impacts of Policies to Meet 2 Degree Scenario,L81mNAnKX
2012,gg,"ANAREN, INC.",ANEN,,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,rVRXgMq2
2013,gg,"ANAREN, INC.",ANEN,fund,1.0,1,Declassify the Board of Directors,Declassify the Board of Directors,GWZJn6Ly
2016,env,ANGLO AMERICAN PLC,NGLOY,,0.0,0,Report on Climate Change,Approve Strategic Resilience for 2035 and Beyond,L819yyR3j
2012,gg,ANN INC.,ANN,,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,9Y8z0xwZ
2012,gg,APACHE CORPORATION,APA,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,NWxr3Zmp
